score,n_g2n_nodes,n_sig_kinase,kinase
1.5270155788282467,72,60,PLK2
6.386904751447109,111,110,PRKACA
1,73,71,PRKACB
1,145,107,PRKCA
1,157,100,PTK7
4.9046567602652615,104,104,RAF1
1.574111798111114,58,85,RET
1,117,109,ROCK1
1,127,101,ROCK2
10.053513789569212,78,88,RPS6KA3
1,148,115,SNRK
1,44,74,SRC
2.0696141395563736,128,96,STK11
1,105,126,STK33
1,70,120,SYK
3.96446823953569,83,103,TBK1
1,32,38,TEK
1.0803397262250753,48,92,TGFBR1
6.456904463656817,86,95,TGFBR2
1,65,73,TNIK
3.6792213612063875,100,102,TYK2
1,62,99,ULK1
4.339625715867632,92,94,VRK1
1,88,75,WEE1
13.714266128714634,134,119,ABL1
10.208171160537185,120,120,AKT1
1.3254915584354854,81,86,AKT2
2.6447505754798364,62,62,ATM
2.5479548040893154,54,68,ATR
1,205,126,BMPR1A
1,167,116,BRAF
2.930695091411475,124,96,BTK
2.5555316861952315,41,69,CDC7
1,72,53,CDK10
1,63,80,CDK19
9.283612643718879,37,65,CDK2
18.29610794620053,90,81,CDK4
2.89587594969631,61,93,CDK5
1.103688336455082,134,117,CDK6
14.451993607362272,145,120,CDK7
4.606397582314031,87,66,CDK8
6.601278353514045,86,127,CDK9
1.7518169133745423,123,125,CHEK1
7.241640228348482,157,101,CHEK2
1,66,83,DDR1
1.7287803780652984,49,67,EGFR
1,67,70,ERBB2
1.596279178395855,34,96,ERBB3
1,93,82,FGFR1
5.743027605649368,56,62,FGFR3
1.0966715317459759,188,131,FLT1
1,129,126,FLT4
5.290503940420916,38,55,GSK3A
15.957128633749761,66,125,GSK3B
2.30898092188486,56,68,HIPK1
1,79,103,IGF1R
1.5623071723300785,26,47,IKBKB
4.052953073372983,93,126,IKBKE
3.2646043494203796,155,117,ILK
2.4143809390193693,70,59,IRAK1
1,102,111,IRAK2
1,63,58,JAK1
2.421256344684554,106,101,JAK2
1,27,35,KDR
1,82,74,KIT
1,170,128,LRRK2
3.6926126185527104,78,86,MAP2K1
1.3748464405964171,39,57,MAP2K4
1,29,86,MAP3K1
18.76566701757209,105,126,MAPK1
7.138140030230739,85,90,MAPK14
6.267894381575618,86,94,MELK
1,63,100,MET
1,53,75,MYLK
1,107,141,PDGFRA
2.1397293824567494,82,127,PDK1
1,67,100,PIK3CA
1,33,44,PIK3CG
2.0631760916695505,32,62,PLK1
1,65,84,PLK2
2.569936456343943,123,107,PRKACA
1,123,99,PRKCA
1,71,107,PTK7
5.124787700647586,84,61,RAF1
4.9246455153391375,99,83,RET
1.392051385372472,57,94,ROCK1
1,77,86,ROCK2
2.341208213536703,93,76,RPS6KA3
1,131,114,SNRK
1,121,111,SRC
1.0182307479546735,85,80,STK11
1,113,97,SYK
4.6336700510962805,69,96,TBK1
1.5041053395861983,28,67,TGFBR1
3.743425288056584,44,82,TGFBR2
1,99,81,TNIK
1,86,80,TYK2
1,126,115,ULK1
6.191130413367489,123,108,VRK1
1,57,70,WEE1
7.272433848493548,110,111,ABL1
13.322324522916862,87,90,AKT1
1,72,62,AKT2
1,32,70,ALK
4.879504453467363,94,83,ATM
11.097570891826434,106,94,ATR
3.1563120134311147,104,115,AURKA
3.738831337092138,90,104,AURKB
1,58,59,BMPR1A
1,89,91,BRAF
4.318173888087512,138,86,BTK
1.9540550378978276,68,79,CDC7
1,75,55,CDK10
1,78,88,CDK19
10.220518273626933,124,99,CDK2
6.133645398791321,55,62,CDK4
4.294888825176823,65,108,CDK5
1,73,80,CDK6
5.280597457807552,118,99,CDK7
4.3284063523692184,109,106,CDK8
9.257654978779236,190,116,CDK9
6.418807030475675,58,67,CHEK1
6.579031224257538,125,99,CHEK2
2.4394218375255083,72,65,CHUK
1,74,80,DDR1
2.594661617867848,124,89,EGFR
1,93,69,EPHB2
3.0580031257595746,69,66,ERBB2
1,117,84,ERBB3
1,95,124,FGFR1
1,187,127,FGFR2
2.1799566532984658,80,87,FGFR3
2.160967398685898,46,115,FLT1
1,199,107,FLT4
7.712600315469493,143,108,GSK3A
nan,nan,nan,GSK3B
2.2305419398802626,50,80,HIPK1
1,60,74,IGF1R
2.9754460568517604,101,105,IKBKB
2.5940944652583005,90,109,IKBKE
1,141,103,ILK
2.281701717493778,76,106,IRAK1
1,118,100,IRAK2
1,49,57,IRAK4
1.199312737491819,128,88,JAK1
4.267714337370567,95,85,JAK2
1,75,79,KDR
1,84,91,KIT
1,111,83,KSR2
1,55,98,LRRK2
4.953904446426132,107,108,MAP2K1
6.322164277908788,116,107,MAP2K4
1,76,101,MAP3K1
2.396636461803143,57,66,MAP3K7
12.9067464185681,104,92,MAPK1
1.7116038653876717,78,64,MAPK14
7.456063903464779,55,74,MELK
1,65,54,MET
1,172,93,MYLK
1,75,81,NTRK3
1,141,101,PDGFRA
1,79,65,PDGFRB
1,78,69,PDK1
1,53,72,PIK3CA
1.8550377148282038,208,111,PIK3CG
2.1849772661788003,111,105,PLK1
1.7782672692141592,50,88,PLK2
4.355288442250057,75,80,PRKACA
1,35,57,PRKACB
1,56,58,PRKCA
3.4533609641100047,97,88,RAF1
1.5402411209240696,66,62,RET
1,100,88,ROCK1
1.157819063624888,147,137,ROCK2
5.293609117138387,59,85,RPS6KA3
1,117,100,SNRK
1,86,83,SRC
1,76,95,STK11
1,69,81,STK33
1,107,71,SYK
8.67568986451952,123,128,TBK1
1,82,74,TEK
3.6100390050356106,138,138,TGFBR1
7.083062213498193,91,59,TGFBR2
1,102,97,TNIK
4.425842398713418,64,76,TYK2
1,110,97,ULK1
4.996964500987024,62,56,VRK1
1,55,92,WEE1
8.08591698267922,94,103,ABL1
9.747357678727704,115,122,AKT1
1,90,107,AKT2
1.1585510323297186,192,105,ALK
16.3647559641142,94,86,ATM
1.6989757634779654,99,102,ATR
1,67,48,AURKA
2.0396660382202225,81,85,AURKB
1,131,113,BMPR1A
1,60,33,BRAF
3.0691482485780845,73,77,BTK
1,55,68,CDC7
1,63,77,CDK10
1,51,99,CDK19
18.110550291397125,77,75,CDK2
17.67531406812844,62,84,CDK4
1.289299632205234,31,62,CDK5
5.081133978766934,98,98,CDK6
1.3199254262008455,105,84,CDK7
5.23541442141764,68,56,CDK8
7.258823166131586,70,81,CDK9
3.1377691906484513,121,106,CHEK1
10.188527803615079,129,88,CHEK2
5.529565888859203,39,64,CHUK
1,142,103,DDR1
2.163893240904353,63,68,EGFR
1,85,76,EPHB2
1.3655301070844021,91,106,ERBB2
1.51153294673669,132,97,ERBB3
1,126,104,FGFR1
1,67,82,FGFR2
1.4287259168988171,192,109,FGFR3
2.099448135974475,45,95,FLT1
1,39,66,FLT4
1,103,96,GSK3A
15.139194343309253,63,96,GSK3B
1,55,63,IGF1R
4.861878547339959,107,103,IKBKB
4.789122293397623,84,79,IKBKE
1,116,101,ILK
1,77,107,IRAK1
1,92,94,IRAK2
1,43,56,IRAK4
1,136,93,JAK1
1.5907645546531186,77,105,JAK2
1,19,57,KDR
1.1370399789500947,93,68,KIT
1,82,85,KSR2
1.0504881691303902,107,96,LRRK2
4.855321172848171,61,49,MAP2K1
1,61,81,MAP2K4
1,80,112,MAP3K1
6.710976212746166,87,72,MAP3K7
9.573714470102502,74,89,MAPK1
8.425697529561113,90,85,MAPK14
4.014308557495484,89,87,MELK
1,110,91,MET
1,61,91,MYLK
1,181,116,NTRK3
1,54,68,PDGFRA
1,88,85,PDGFRB
1,66,71,PDK1
1,113,86,PIK3CA
1,61,100,PIK3CG
1.013982998358801,52,100,PLK1
2.078928919493432,36,87,PLK2
3.01725983022775,88,69,PRKACA
1,125,123,PRKACB
3.9550217819128197,101,102,PRKCA
1,59,84,PTK7
4.618700344689549,98,78,RAF1
1,41,45,RET
1,130,93,ROCK1
1,72,75,ROCK2
3.8119854684001635,97,102,RPS6KA3
1,76,64,SNRK
1,94,108,SRC
1,102,61,STK11
1,79,65,STK33
1,96,73,SYK
2.6382424000789055,76,60,TBK1
1,69,106,TEK
1.3259100822929366,123,85,TGFBR1
9.687519887717604,93,83,TGFBR2
1,94,95,TNIK
3.1396019932189745,97,101,TYK2
1,42,49,ULK1
2.249510086400942,58,52,VRK1
2.178533374291353,139,113,WEE1
2.0050413236300684,99,80,ABL1
7.785400069567,141,97,AKT1
1.3421792334412526,134,109,AKT2
1.4625490862323596,128,106,ALK
8.451512263931443,71,95,ATM
3.9476741549134484,42,81,ATR
4.054820312622139,126,92,AURKA
1,152,127,AURKB
1.1778304218537448,101,90,BMPR1A
1,79,75,BRAF
1.4214844270780236,92,82,BTK
2.060729562467172,61,104,CDC7
1,93,109,CDK10
11.591349495145845,63,63,CDK2
17.24427296350305,89,85,CDK4
2.6185239444775035,70,66,CDK5
8.07124302863756,97,63,CDK6
1,47,59,CDK7
4.569787454477415,100,91,CDK8
4.895737127888115,77,110,CDK9
2.3818992491206696,98,84,CHEK1
5.727002913679174,84,72,CHEK2
2.5347741255810736,77,52,CHUK
1,70,86,DDR1
2.061126837608161,60,91,EGFR
1,55,78,EPHB2
1,42,54,ERBB2
1,197,121,ERBB3
1,60,73,FGFR1
1,101,87,FGFR2
2.1139106147134576,90,107,FGFR3
1.5727868284419837,96,87,FLT1
1,25,103,FLT4
6.813524916926208,23,93,GSK3A
8.771506526204401,160,115,GSK3B
2.288711469820042,51,69,HIPK1
1,39,92,IGF1R
1.9094333357873279,92,68,IKBKB
2.803828864989829,72,75,IKBKE
1,102,118,ILK
2.432439047148512,69,73,IRAK1
1,57,69,IRAK2
1,54,71,IRAK4
2.6325336848324885,144,141,JAK1
5.152904813506866,69,96,JAK2
1,73,75,KDR
1.2854355315496266,79,74,KIT
1,89,68,KSR2
1,111,75,LRRK2
5.010505793971612,84,90,MAP2K1
2.9873208548416543,39,68,MAP2K4
1,89,101,MAP3K1
1,59,46,MAP3K7
12.970186875724476,43,79,MAPK1
6.295745830927197,87,72,MAPK14
4.840255140584789,140,103,MELK
1,45,95,MET
1,125,102,MYLK
1,76,67,NTRK3
1,41,51,PDGFRA
1,115,111,PDGFRB
1.6193377469031378,148,109,PDK1
1,88,86,PIK3CA
2.3772887813980286,119,118,PIK3CG
1,27,64,PLK1
1,95,97,PLK2
2.7000008256595462,66,75,PRKACA
1,88,103,PRKACB
1.201621842891493,81,67,PRKCA
1,53,78,PTK7
3.577173230407153,123,94,RAF1
6.372653524499682,123,88,RET
1,134,135,ROCK1
1,81,109,ROCK2
10.739938608287387,73,113,RPS6KA3
1,34,58,SNRK
1,60,69,SRC
1,58,61,STK11
1,111,118,STK33
1,47,46,SYK
3.3127937688799696,117,106,TBK1
1,81,78,TEK
3.7577351090470557,72,111,TGFBR1
6.79317929918341,85,74,TGFBR2
1,83,78,TNIK
1.4829046830398465,75,61,TYK2
2.2119731435538004,70,63,VRK1
8.068925369966534,142,102,WEE1
3.9254620641577005,52,58,ABL1
15.970535840521867,139,130,AKT1
1.041765762114787,104,103,AKT2
3.438992640712891,137,93,ALK
2.9533968399817097,72,62,ATM
6.84958042063935,105,138,ATR
4.911561655991425,132,97,AURKA
5.387933445090294,69,87,AURKB
1,135,126,BMPR1A
1,173,128,BRAF
1.919949604760662,55,59,BTK
1,51,94,CDC7
1,42,105,CDK10
1,91,83,CDK19
15.249473703445817,98,103,CDK2
8.356932428369648,85,109,CDK4
5.18401772070259,139,103,CDK5
4.065063376039118,63,96,CDK6
17.72782355771438,117,102,CDK7
5.949377564193342,61,54,CDK8
1.2149396542104256,67,80,CDK9
2.434179579789796,81,65,CHEK1
2.523723826017157,69,93,CHEK2
5.15318845521633,49,62,CHUK
1,77,93,DDR1
1,140,112,EGFR
1,166,100,EPHB2
3.0580031257595746,70,78,ERBB2
1,67,51,ERBB3
1,67,68,FGFR1
1,142,110,FGFR2
2.251411558719927,82,80,FGFR3
1,67,54,FLT1
1,141,118,FLT4
11.184623651601942,75,109,GSK3A
17.971120871376637,141,125,GSK3B
1,32,70,HIPK1
2.0408726809204465,91,139,IGF1R
2.533563256255255,126,94,IKBKB
4.922432669143906,75,99,IKBKE
1.0141850641100427,184,129,ILK
1.7730009905039887,127,115,IRAK1
1,56,77,IRAK2
1,75,72,IRAK4
2.32486207389731,24,63,JAK1
6.090986253309935,57,76,JAK2
1,86,101,KDR
1,159,112,KIT
1,62,88,KSR2
1,91,72,LRRK2
4.36699443680306,67,74,MAP2K1
2.1229085885635324,74,83,MAP2K4
1.3869846470153937,82,66,MAP3K1
4.93103760895768,86,89,MAP3K7
12.860607962233818,54,86,MAPK1
13.854810218944683,132,102,MAPK14
1.3547178970104774,112,113,MELK
1,81,89,MET
1,68,94,MYLK
1,74,109,NTRK3
1,91,82,PDGFRA
1,82,93,PDGFRB
2.2664267968091862,78,80,PDK1
1,68,88,PIK3CA
1,72,67,PIK3CG
1.304297980157138,58,98,PLK1
1,90,71,PLK2
3.465710052681067,122,110,PRKACA
1,104,85,PRKACB
1,129,109,PRKCA
1,80,84,PTK7
3.1150028741192237,83,78,RAF1
8.996904984352977,184,119,RET
1,59,53,ROCK1
1,43,52,ROCK2
8.530078256272338,39,77,RPS6KA3
1,73,95,SNRK
1,42,67,SRC
5.032359657288868,136,140,STK11
1,66,63,STK33
1,73,70,SYK
4.556118724239469,118,106,TBK1
1,97,89,TEK
1.380421366784059,129,85,TGFBR1
15.535083893744815,82,73,TGFBR2
1,79,98,TNIK
nan,nan,nan,TYK2
nan,nan,nan,ULK1
4.685326250256889,75,101,VRK1
5.5102104844117,100,133,WEE1
