	AR	ATF2	ATF3	BCL3	BCLAF1	BHLHE40	BRCA1	CBX3	CEBPB	CEBPD	CHD1	CREB1	CTCF	E2F1	E2F4	E2F6	EGR1	ELF1	ERG	ESR1	ETS1	EZH2	FLI1	FOS	FOSL2	FOXA1	FOXA2	FOXM1	FOXP2	GABPA	GATA1	GATA2	HDAC2	HNF4A	IRF1	IRF3	IRF8	KAT2A	KLF4	MAX	MYC	MYOD1	NANOG	NELFE	NFE2L2	NFIC	NFYA	NFYB	NR2C2	NRF1	PBX3	PML	POU5F1	PPARD	PPARG	RAD21	RCOR1	RELA	REST	RFX5	RUNX1	SALL4	SIN3A	SIX5	SMAD4	SMC3	SOX2	SP1	SP2	SPI1	SRF	STAT3	STAT5A	SUZ12	TAF1	TAF7	TCF3	TCF7L2	TP53	TP63	TRIM28	UBTF	USF1	USF2	VDR	YY1	ZBTB33	ZBTB7A	ZC3H11A	ZEB1	ZKSCAN1	ZMIZ1	ZNF384
FOXA2	0.022496371552975326	0.02617801047120419	0.004662004662004662	0.010273972602739725	0.018404907975460124	0.023112480739599383	0.023079170318434122	0.0025188916876574307	0.01991150442477876	0.02845927379784102	0.02754237288135593	0.019767441860465116	0.018446601941747572	0.021834061135371178	0.016898608349900597	0.018748197288722238	0.02031063321385902	0.0180345969819654	0.006550218340611353	0.015086206896551725	0.01284796573875803	0.007272727272727273	0.008350730688935281	0.023605150214592276	0.038539553752535496	0.20833333333333334	1.0	0.007334963325183374	0.06695464362850972	0.020574367766823833	0.026508226691042046	0.022556390977443608	0.027139874739039668	0.05744822979291917	0.01757469244288225	0.021920668058455117	0.0045871559633027525	0.0024630541871921183	0.027624309392265192	0.016795865633074936	0.012585812356979404	0.012578616352201259	0.02705749718151071	0.01855287569573284	0.023736600306278714	0.031141868512110725	0.024125452352231604	0.02227342549923195	0.016793893129770993	0.015291936978683966	0.024675324675324677	0.0215633423180593	0.019400352733686066	0.006700167504187605	0.02283653846153846	0.015453960077269801	0.022110552763819097	0.02040816326530612	0.017252396166134186	0.013904982618771726	0.023536895674300253	0.01818181818181818	0.02865329512893983	0.012309920347574221	0.023863636363636365	0.017735334242837655	0.030274361400189215	0.022977022977022976	0.02199528672427337	0.01788375558867362	0.019867549668874173	0.030753968253968252	0.016666666666666666	0.015360983102918587	0.020333239197966677	0.018259935553168637	0.028444444444444446	0.03452243958573072	0.012759170653907496	0.017889087656529516	0.0057251908396946565	0.025356576862123614	0.019411764705882354	0.01507936507936508	0.012919896640826873	0.010903426791277258	0.02106318956870612	0.026468155500413565	0.00904977375565611	0.00954653937947494	0.01627906976744186	0.020798668885191347	0.028543307086614175
FOXM1	0.005922165820642978	0.01320361362056984	0.004761904761904762	0.005434782608695652	0.015086206896551725	0.00909090909090909	0.010467980295566502	0.017142857142857144	0.012605042016806723	0.014705882352941176	0.009421265141318977	0.010540184453227932	0.0021344717182497333	0.014957264957264958	0.07352941176470588	0.010680500457735734	0.004754358161648178	0.007120253164556962	0.004166666666666667	0.004	0.012	0.003003003003003003	0.009472259810554804	0.03818953323903819	0.010380622837370242	0.013422818791946308	0.007334963325183374	1.0	0.01107011070110701	0.006520726595249185	0.0033333333333333335	0.008130081300813009	0.014925373134328358	0.0066469719350073855	0.019886363636363636	0.03972602739726028	0.004608294930875576	0.016304347826086956	0.009328358208955223	0.011336797354747285	0.010638297872340425	0.011538461538461539	0.014684287812041116	0.03785488958990536	0.0035938903863432167	0.016216216216216217	0.031014621178555603	0.02304772234273319	0.006772009029345372	0.008700102354145343	0.021052631578947368	0.014536644457904301	0.019943019943019943	0.005277044854881266	0.004777070063694267	0.0044411547002220575	0.010139416983523447	0.019332161687170474	0.0036576444769568397	0.020249221183800622	0.005065123010130246	0.008928571428571428	0.034013605442176874	0.006837606837606838	0.008888888888888889	0.0015748031496062992	0.01282051282051282	0.046875	0.014071294559099437	0.0079155672823219	0.002531645569620253	0.02119700748129676	0.024922118380062305	0.0017045454545454545	0.009821428571428571	0.0196078431372549	0.00536480686695279	0.014947683109118086	0.009732360097323601	0.005409060175794456	0.009868421052631578	0.010569583088667059	0.005984042553191489	0.0037914691943127963	0.005847953216374269	0.007042253521126761	0.017857142857142856	0.0075723830734966595	0.008928571428571428	0.009950248756218905	0.009302325581395349	0.02129817444219067	0.013513513513513514
FOXP2	0.009531374106433678	0.030949105914718018	0.024475524475524476	0.03669724770642202	0.02708124373119358	0.025341130604288498	0.02717557251908397	0.02766798418972332	0.025396825396825397	0.02824858757062147	0.03482587064676617	0.02864417568427753	0.015018125323666495	0.018756169792694965	0.020761245674740483	0.01738609112709832	0.03318903318903319	0.018999612252811167	0.022151898734177215	0.0030120481927710845	0.027607361963190184	0.004830917874396135	0.00975609756097561	0.0161892901618929	0.024657534246575342	0.10982658959537572	0.06695464362850972	0.01107011070110701	1.0	0.022333637192342753	0.013374485596707819	0.016042780748663103	0.029069767441860465	0.017605633802816902	0.018475750577367205	0.01325301204819277	0.010101010101010102	0.026717557251908396	0.026455026455026454	0.02631578947368421	0.0163265306122449	0.008771929824561403	0.017105263157894738	0.02493765586034913	0.01266891891891892	0.029213483146067417	0.016455696202531647	0.020111140513363324	0.029239766081871343	0.022410358565737053	0.02418207681365576	0.024489795918367346	0.016166281755196306	0.004338394793926247	0.01566951566951567	0.013380281690140845	0.022093023255813953	0.021604938271604937	0.008321775312066574	0.02077562326869806	0.025087108013937282	0.021032504780114723	0.03015873015873016	0.021897810218978103	0.009259259259259259	0.01347305389221557	0.01929260450160772	0.020737327188940093	0.010425716768027803	0.019087136929460582	0.02795698924731183	0.030892448512585814	0.02493765586034913	0.006546644844517185	0.024167403477748307	0.03184713375796178	0.03556910569105691	0.02837837837837838	0.008113590263691683	0.008354755784061696	0.01038961038961039	0.022108843537414966	0.028368794326241134	0.027002700270027002	0.01195219123505976	0.017928286852589643	0.016166281755196306	0.025820568927789934	0.013157894736842105	0.0035211267605633804	0.013559322033898305	0.019662921348314606	0.026018099547511313
GABPA	0.026324341891452715	0.22431077694235588	0.015370284117373078	0.028583992963940194	0.19991755976916736	0.023759015697921087	0.19885844748858447	0.016571969696969696	0.011441647597254004	0.05946969696969697	0.04657428791377983	0.13072950290510008	0.07188631930899972	0.06377551020408163	0.06861989205859677	0.12170773152081563	0.055983772819472616	0.34615384615384615	0.012368300503893724	0.0018050541516245488	0.031569173630454965	0.0004344048653344917	0.17532467532467533	0.04686289697908598	0.008024966562639322	0.015198927134555208	0.020574367766823833	0.006520726595249185	0.022333637192342753	1.0	0.022427910288358846	0.022710886806056235	0.014486192847442281	0.06385696040868455	0.021052631578947368	0.05368868288914639	0.004593477262287551	0.01938534278959811	0.049174690508940855	0.15029387069689337	0.06726094003241491	0.004048582995951417	0.019938650306748466	0.016364440513047324	0.02524916943521595	0.022231909328683522	0.12225705329153605	0.1388337961126537	0.09276018099547512	0.09383675735702388	0.08441981747066493	0.15061572466056206	0.015270506108202443	0.009883970777825527	0.030110935023771792	0.04492617027961043	0.054115853658536585	0.0298989898989899	0.0356478611283323	0.025400547088706527	0.0650174437044085	0.011700793982448809	0.14609571788413098	0.1456133964324718	0.009523809523809525	0.04683462532299742	0.020863309352517987	0.05197268588770865	0.11070648215586307	0.10148514851485149	0.036371603856266435	0.06983883346124328	0.023608017817371936	0.0021482277121374865	0.25544369000234135	0.07578779417630634	0.04645300684191574	0.05037683458944863	0.008460236886632826	0.03380197427460365	0.00618921308576481	0.06770833333333333	0.08170239204721963	0.06133894146512443	0.005164319248826291	0.04170286707211121	0.055703929797787106	0.08071519795657726	0.010589318600368325	0.008356545961002786	0.009699769053117783	0.05531914893617021	0.0623574144486692
GATA1	0.05438401775804662	0.03127665624111459	0.004357298474945534	0.012172284644194757	0.022896039603960396	0.019417475728155338	0.034724021767297227	0.005656108597285068	0.010615711252653927	0.041271989174560215	0.036170212765957444	0.03839037927844589	0.04353083434099154	0.024676125848241828	0.01815736381977135	0.04195804195804196	0.018168054504163512	0.024536017615602392	0.00847457627118644	0.024494142705005325	0.016877637130801686	0.015549076773566569	0.013917884481558803	0.03140613847251963	0.015182186234817813	0.024266936299292215	0.026508226691042046	0.0033333333333333335	0.013374485596707819	0.022427910288358846	1.0	0.18365817091454273	0.016546018614270942	0.0313276976628543	0.011342155009451797	0.02653631284916201	0.008686210640608035	0.0033519553072625698	0.0442632498543972	0.03897996357012751	0.021529324424647365	0.01037344398340249	0.02936857562408223	0.021611001964636542	0.04218928164196123	0.019699812382739212	0.044345135785493296	0.04864359214218896	0.013134851138353765	0.02798006899195094	0.04231738035264484	0.028448275862068967	0.018095238095238095	0.018656716417910446	0.03469545104086353	0.033483258370814596	0.046495489243580844	0.0319744204636291	0.04097951024487756	0.02245508982035928	0.07252298263534218	0.030115146147032774	0.019576719576719578	0.027747551686615888	0.05855513307984791	0.03767660910518053	0.03674540682414698	0.031313818924438394	0.03344867358708189	0.04619718309859155	0.013736263736263736	0.027535258562793822	0.02665350444225074	0.04300168634064081	0.03193361830525522	0.01768033946251768	0.04834605597964377	0.025830258302583026	0.03019213174748399	0.056222969726093225	0.013944223107569721	0.059233449477351915	0.028677150786308975	0.02668213457076566	0.0068415051311288486	0.012433392539964476	0.014112903225806451	0.055003548616039746	0.011879049676025918	0.006607929515418502	0.009793253536452665	0.03431667670078266	0.030181086519114688
GATA2	0.045989904655075714	0.0333716915995397	0.005668934240362812	0.015533980582524271	0.021464646464646464	0.024702653247941447	0.03939075630252101	0.004705882352941176	0.01662971175166297	0.05692199578355587	0.03483309143686502	0.04048964218455744	0.04202366381068951	0.028462998102466792	0.015099519560741249	0.038812190674654856	0.016291698991466253	0.026441541892322395	0.012141280353200883	0.01868131868131868	0.008686210640608035	0.01	0.024495677233429394	0.03296703296703297	0.02109704641350211	0.020876826722338204	0.022556390977443608	0.008130081300813009	0.016042780748663103	0.022710886806056235	0.18365817091454273	1.0	0.01607717041800643	0.03555104113763331	0.015701668302257114	0.02720114531138153	0.00562429696287964	0.004656577415599534	0.03716814159292035	0.03452074917370547	0.017450682852807285	0.011853448275862068	0.03639120545868082	0.023421588594704685	0.0442632498543972	0.01642512077294686	0.04670616939700244	0.050531286894923255	0.011722272317403066	0.02876020209871745	0.04254228600717581	0.030236634531113058	0.01671583087512291	0.023233301064859633	0.048115477145148355	0.0340793489318413	0.04616477272727273	0.036303630363036306	0.042239185750636135	0.027799227799227798	0.09259259259259259	0.03202195791399817	0.024918743228602384	0.024875621890547265	0.05603112840466926	0.03948772678762007	0.03900470746469401	0.04005621925509487	0.033529411764705884	0.05317919075144509	0.017077798861480076	0.0324585635359116	0.025510204081632654	0.035668789808917196	0.03589613034623218	0.023323615160349854	0.044689119170984455	0.033562166285278416	0.02345215759849906	0.051531356344190565	0.016546018614270942	0.05827814569536424	0.02914903620122238	0.030897207367795602	0.011933174224343675	0.013761467889908258	0.022900763358778626	0.05153901216893343	0.011210762331838564	0.003424657534246575	0.00903954802259887	0.04146039603960396	0.03517241379310345
HDAC2	0.011155378486055778	0.01904761904761905	0.010416666666666666	0.025056947608200455	0.03861788617886179	0.027450980392156862	0.020643594414086218	0.023809523809523808	0.025559105431309903	0.03064699205448354	0.019656019656019656	0.015733165512901194	0.025130890052356022	0.01678183613030602	0.01261467889908257	0.024154589371980676	0.031791907514450865	0.010388611004232396	0.009433962264150943	0.009146341463414634	0.0121580547112462	0.0072992700729927005	0.012254901960784314	0.011180124223602485	0.019178082191780823	0.024128686327077747	0.027139874739039668	0.014925373134328358	0.029069767441860465	0.014486192847442281	0.016546018614270942	0.01607717041800643	1.0	0.022678951098511695	0.020930232558139535	0.009626955475330927	0.003367003367003367	0.007547169811320755	0.02198768689533861	0.024919243193354867	0.014986376021798364	0.008823529411764706	0.014473684210526316	0.0199501246882793	0.012690355329949238	0.043478260869565216	0.012195121951219513	0.014481305950500263	0.017408123791102514	0.017361111111111112	0.017692852087756547	0.026916325336454067	0.0045871559633027525	0.0087527352297593	0.020086083213773313	0.019148936170212766	0.03176470588235294	0.018518518518518517	0.013258897418004187	0.023676880222841225	0.01943095072866065	0.011406844106463879	0.03929430633520449	0.0064	0.018741633199464525	0.020377358490566037	0.018240343347639486	0.023148148148148147	0.015748031496062992	0.014061207609594707	0.014925373134328358	0.02159090909090909	0.02763819095477387	0.005455537370430988	0.01997063142437592	0.03324808184143223	0.029352226720647773	0.01742627345844504	0.018518518518518517	0.007069408740359897	0.013089005235602094	0.02504268639726807	0.01854219948849105	0.02060931899641577	0.008	0.00992063492063492	0.015028901734104046	0.027192982456140352	0.003278688524590164	0.010714285714285714	0.020618556701030927	0.012104283054003724	0.022598870056497175
HNF4A	0.0337275514673675	0.07017543859649122	0.007288629737609329	0.021206096752816435	0.047595438770451165	0.031289910600255426	0.08795504519912045	0.005216095380029807	0.012186379928315413	0.056553911205074	0.03390742734122713	0.0460170146945089	0.055382485289027346	0.03011170471102477	0.03296703296703297	0.07894103489771359	0.02849002849002849	0.06473789745058722	0.009292351679771264	0.01282051282051282	0.01859799713876967	0.006688963210702341	0.031199569661108123	0.03588907014681892	0.014563106796116505	0.01867219917012448	0.05744822979291917	0.0066469719350073855	0.017605633802816902	0.06385696040868455	0.0313276976628543	0.03555104113763331	0.022678951098511695	1.0	0.019320453031312457	0.036519871106337275	0.006521739130434782	0.005925925925925926	0.03633854645814168	0.06735417338059942	0.02569832402234637	0.007022471910112359	0.02816123688569851	0.019021739130434784	0.04094631483166515	0.03133333333333333	0.06160849772382398	0.06943543153796236	0.0425531914893617	0.05720053835800808	0.05639097744360902	0.06831831831831832	0.016622340425531915	0.026455026455026454	0.0392156862745098	0.051580698835274545	0.04792332268370607	0.03242924528301887	0.024576954069298954	0.025842696629213482	0.04875051208521098	0.018832391713747645	0.048769771528998244	0.043536206130608615	0.020948180815876516	0.05030094582975064	0.03134479271991911	0.04608050847457627	0.041146555709662504	0.04510599909788002	0.02754098360655738	0.0429769392033543	0.02040816326530612	0.02479916171847712	0.07388235294117647	0.038840262582056896	0.049800796812749	0.049943246311010214	0.02059202059202059	0.04481132075471698	0.008873720136518772	0.05895276455510802	0.05627705627705628	0.04891815616180621	0.006746626686656672	0.017811704834605598	0.032511798636601995	0.09645480677099968	0.007209805335255948	0.011037527593818985	0.00872093023255814	0.04110898661567878	0.036883116883116886
IRF1	0.00967982129560685	0.037348586810228804	0.005319148936170213	0.015122873345935728	0.044256120527306965	0.02003338898163606	0.02771156138259833	0.008771929824561403	0.009900990099009901	0.032157676348547715	0.01888888888888889	0.029038112522686024	0.018426294820717132	0.017304189435336976	0.026455026455026454	0.025951046888823357	0.021683673469387755	0.020308386611508085	0.01240694789081886	0.007228915662650603	0.021897810218978103	0.006024096385542169	0.018973214285714284	0.029714285714285714	0.015486725663716814	0.012958963282937365	0.01757469244288225	0.019886363636363636	0.018475750577367205	0.021052631578947368	0.011342155009451797	0.015701668302257114	0.020930232558139535	0.019320453031312457	1.0	0.031180400890868598	0.04336043360433604	0.014326647564469915	0.02042483660130719	0.028062360801781736	0.017114914425427872	0.002331002331002331	0.02264600715137068	0.03549060542797495	0.012618296529968454	0.03625954198473282	0.028877887788778877	0.027915470910513957	0.006568144499178982	0.022966507177033493	0.026936026936026935	0.030201342281879196	0.013513513513513514	0.009208103130755065	0.011406844106463879	0.017356475300400534	0.015806111696522657	0.0375	0.00851900393184797	0.017326732673267328	0.016329196603527107	0.018092105263157895	0.029017857142857144	0.02593440122044241	0.009523809523809525	0.014094432699083862	0.024727992087042534	0.031880977683315624	0.02800658978583196	0.02418096723868955	0.012589928057553957	0.053418803418803416	0.048625792811839326	0.006256517205422315	0.026232343614874604	0.040697674418604654	0.014705882352941176	0.029197080291970802	0.006920415224913495	0.014101778050275904	0.014989293361884369	0.021645021645021644	0.02127659574468085	0.02337228714524207	0.018018018018018018	0.015332197614991482	0.022245762711864406	0.02187631468237274	0.010282776349614395	0.0027100271002710027	0.013192612137203167	0.02175805047867711	0.023735810113519093
IRF3	0.024504084014002333	0.06873274010432648	0.01038961038961039	0.01406926406926407	0.022357723577235773	0.02535496957403651	0.07634228187919463	0.005398110661268556	0.017632241813602016	0.0449438202247191	0.041930379746835444	0.0908618899273105	0.02860748843079512	0.05935754189944134	0.0890302066772655	0.056372549019607844	0.019524617996604415	0.06390977443609022	0.012531328320802004	0.012376237623762377	0.006134969325153374	0.002224694104560623	0.028191072826938137	0.4203056768558952	0.011778563015312132	0.01995305164319249	0.021920668058455117	0.03972602739726028	0.01325301204819277	0.05368868288914639	0.02653631284916201	0.02720114531138153	0.009626955475330927	0.036519871106337275	0.031180400890868598	1.0	0.0038363171355498722	0.009370816599732263	0.03775959723096287	0.05287713841368585	0.04495335029686175	0.007281553398058253	0.037953795379537955	0.035838150289017344	0.024954351795496044	0.030601092896174863	0.27432848965213563	0.17329007839956745	0.022199798183652877	0.042299794661190965	0.3033175355450237	0.043761638733705775	0.01425438596491228	0.013903743315508022	0.01870748299319728	0.027229044313934865	0.0364741641337386	0.027777777777777776	0.01784776902887139	0.11802378774016468	0.028932140978432403	0.012922465208747515	0.05502958579881657	0.050571944611679714	0.00889248181083266	0.028523489932885907	0.0436046511627907	0.3862487360970677	0.39306846999154693	0.036924939467312345	0.022292993630573247	0.06288343558282208	0.0170261066969353	0.003013344812742144	0.06998108619292083	0.03932584269662921	0.04083044982698962	0.05414551607445008	0.014462809917355372	0.017839444995044598	0.010404624277456647	0.03905540417801998	0.05798575788402848	0.05928338762214984	0.006811989100817439	0.02998965873836608	0.02247191011235955	0.04661487236403995	0.007623888182973317	0.013157894736842105	0.012919896640826873	0.03689064558629776	0.03571428571428571
IRF8	0.010815307820299502	0.00822481151473612	0.01282051282051282	0.015384615384615385	0.007284079084287201	0.01293103448275862	0.007001522070015221	0.0049261083743842365	0.011363636363636364	0.007075471698113208	0.011734028683181226	0.008403361344537815	0.007407407407407408	0.008264462809917356	0.0048484848484848485	0.00785024154589372	0.0045662100456621	0.007442224833529181	0.007547169811320755	0.0036231884057971015	0.02952029520295203	0.002785515320334262	0.010471204188481676	0.006622516556291391	0.01597444089456869	0.006134969325153374	0.0045871559633027525	0.004608294930875576	0.010101010101010102	0.004593477262287551	0.008686210640608035	0.00562429696287964	0.003367003367003367	0.006521739130434782	0.04336043360433604	0.0038363171355498722	1.0	0.009478672985781991	0.011872146118721462	0.007906976744186046	0.007288629737609329	0.01048951048951049	0.014144271570014143	0.011396011396011397	0.006161971830985915	0.015151515151515152	0.007277397260273972	0.006624271330153683	0.0021231422505307855	0.0070600100857286935	0.005813953488372093	0.00650887573964497	0.005235602094240838	0.0024630541871921183	0.009216589861751152	0.005818181818181818	0.014796547472256474	0.025380710659898477	0.009386281588447653	0.0073964497041420114	0.009992862241256246	0.010570824524312896	0.006482982171799027	0.005847953216374269	0.0028368794326241137	0.00933125972006221	0.010158013544018058	0.006060606060606061	0.003626473254759746	0.024475524475524476	0.0023752969121140144	0.01684717208182912	0.002824858757062147	0.006186726659167604	0.005884083553986467	0.006675567423230975	0.007322175732217573	0.005706134094151213	0.00684931506849315	0.004648074369189907	0.0030120481927710845	0.0069164265129683	0.009180327868852459	0.008364312267657992	0.020618556701030927	0.013363028953229399	0.006105006105006105	0.005714285714285714	0.012048192771084338	0.00881057268722467	0.004132231404958678	0.007804878048780488	0.013095238095238096
KAT2A	0.003389830508474576	0.026445698166431594	0.00980392156862745	0.019553072625698324	0.02516411378555799	0.006880733944954129	0.019284603421461897	0.011695906432748537	0.008547008547008548	0.02746566791510612	0.02194787379972565	0.017298735861610112	0.008073196986006458	0.013948497854077254	0.016560509554140127	0.010079413561392792	0.014516129032258065	0.01721377101681345	0.012875536480686695	0.004081632653061225	0.029045643153526972	0.0061162079510703364	0.030598052851182198	0.011095700416088766	0.014134275618374558	0.006779661016949152	0.0024630541871921183	0.016304347826086956	0.026717557251908396	0.01938534278959811	0.0033519553072625698	0.004656577415599534	0.007547169811320755	0.005925925925925926	0.014326647564469915	0.009370816599732263	0.009478672985781991	1.0	0.01317027281279398	0.022988505747126436	0.04430379746835443	0.0038910505836575876	0.004392386530014641	0.10204081632653061	0.0036101083032490976	0.01643835616438356	0.009565217391304347	0.008565310492505354	0.013793103448275862	0.010277492291880781	0.019593067068575734	0.027692307692307693	0.005698005698005698	0.0053475935828877	0.00967741935483871	0.002967359050445104	0.014084507042253521	0.039783001808318265	0.003671071953010279	0.00463678516228748	0.008746355685131196	0.009029345372460496	0.021940928270042195	0.02445414847161572	0.004457652303120356	0.004758128469468675	0.008168028004667444	0.021739130434782608	0.011278195488721804	0.01875	0.02894736842105263	0.016229712858926344	0.009345794392523364	0.0005691519635742744	0.025423728813559324	0.06794682422451995	0.016357688113413305	0.013533834586466165	0.004901960784313725	0.0040650406504065045	0.010033444816053512	0.005272407732864675	0.007348029392117568	0.010546500479386385	0.012121212121212121	0.021686746987951807	0.0258732212160414	0.0071396697902722	0.004545454545454545	0.005076142131979695	0.004739336492890996	0.02663934426229508	0.01990049751243781
KLF4	0.028698664027709056	0.07301945305892303	0.010091743119266056	0.023558082859463852	0.052873563218390804	0.03975058456742011	0.06810035842293907	0.0084985835694051	0.023529411764705882	0.05528255528255528	0.05128205128205128	0.060831509846827135	0.057295645530939646	0.05323411562678878	0.04894671623296159	0.07440552288417285	0.02488231338264963	0.05237366003062787	0.018001800180018002	0.015124555160142349	0.020535714285714286	0.023411371237458192	0.035443037974683546	0.03902751119641715	0.01984469370146678	0.019674935842600515	0.027624309392265192	0.009328358208955223	0.026455026455026454	0.049174690508940855	0.0442632498543972	0.03716814159292035	0.02198768689533861	0.03633854645814168	0.02042483660130719	0.03775959723096287	0.011872146118721462	0.01317027281279398	1.0	0.07749733380732314	0.08211551844119694	0.010517090271691499	0.11181434599156118	0.036564625850340135	0.03560371517027864	0.02926829268292683	0.054754098360655735	0.06631603018522753	0.017517136329017517	0.05261221486387049	0.06037735849056604	0.07053422370617696	0.08900523560209424	0.019246190858059342	0.03469387755102041	0.041241890639481	0.05109034267912772	0.035940803382663845	0.03476669716376944	0.027944111776447105	0.05754060324825986	0.050078247261345854	0.06202723146747353	0.03919597989949749	0.03083989501312336	0.04748062015503876	0.11682539682539683	0.03735456215554195	0.03955696202531646	0.04356740133264992	0.027156549520766772	0.04589963280293757	0.016680567139282735	0.05445151033386327	0.06674968866749689	0.04792746113989637	0.05484988452655889	0.04460719041278296	0.02917981072555205	0.03753819292885203	0.03367875647668394	0.05155054369714056	0.06045895851721095	0.05751492132392838	0.006635071090047393	0.02966432474629196	0.03876923076923077	0.07723855092276145	0.011786038077969175	0.011100832562442183	0.007279344858962694	0.06215005599104143	0.047648136835675016
MAX	0.03941702550513415	0.22113453815261044	0.03201146679407549	0.02883762200532387	0.10049486105824133	0.10378228782287822	0.2156634905879619	0.019654841802492808	0.02576112412177986	0.07427466150870406	0.08046437149719776	0.12427372498386055	0.0872159090909091	0.09025949605114705	0.09249702262802699	0.3031954421600198	0.05947497949138638	0.15940159917461955	0.014358499305233904	0.008249312557286892	0.029453015427769985	0.0017551557700745941	0.07584830339321358	0.062153602533650036	0.014486192847442281	0.022252497729336965	0.016795865633074936	0.011336797354747285	0.02631578947368421	0.15029387069689337	0.03897996357012751	0.03452074917370547	0.024919243193354867	0.06735417338059942	0.028062360801781736	0.05287713841368585	0.007906976744186046	0.022988505747126436	0.07749733380732314	1.0	0.13209181463837158	0.007285974499089253	0.028838659392049885	0.03828623518687329	0.04250255015300918	0.035173642030276044	0.133916732962079	0.1663269465960049	0.04585152838427948	0.14989733059548255	0.08782894736842105	0.16079436258808455	0.015852047556142668	0.018356643356643356	0.050488599348534204	0.055892686042797825	0.06640776699029126	0.05550918196994992	0.041392285983066796	0.04915390813859791	0.0771216521458535	0.022137079608343976	0.22626888802789616	0.08275623268698061	0.017408123791102514	0.05779967159277504	0.0348879911861917	0.058439061899269514	0.06802960874162849	0.08103388054488299	0.03440670489633877	0.07370054305663305	0.020152261531571878	0.010068027210884354	0.2243868897547559	0.08909682668836452	0.0890566037735849	0.06224737267582862	0.015027908973808502	0.04628501827040195	0.013932584269662922	0.10044977511244378	0.27326222876057377	0.2267536704730832	0.003786086133459536	0.03979011805859204	0.0793713163064833	0.09234760051880675	0.010687732342007435	0.004668534080298786	0.011204481792717087	0.07686703096539162	0.08699059561128526
MYC	0.017758726270667484	0.08761232349165597	0.01634472511144131	0.02679658952496955	0.04814814814814815	0.029180695847362513	0.07654816513761468	0.007739938080495356	0.02881844380403458	0.05088852988691438	0.06163194444444445	0.07498660953401179	0.03751103265666372	0.09884169884169884	0.07588532883642496	0.06350098342230964	0.03748828491096532	0.06190643686246922	0.017094017094017096	0.012587412587412588	0.025423728813559324	0.002484472049689441	0.06184668989547038	0.04865334491746308	0.013245033112582781	0.014397905759162303	0.012585812356979404	0.010638297872340425	0.0163265306122449	0.06726094003241491	0.021529324424647365	0.017450682852807285	0.014986376021798364	0.02569832402234637	0.017114914425427872	0.04495335029686175	0.007288629737609329	0.04430379746835443	0.08211551844119694	0.13209181463837158	1.0	0.00821917808219178	0.0383586083853702	0.05249343832020997	0.01792573623559539	0.02289156626506024	0.05940219447597427	0.05806130077248941	0.036076662908680945	0.05572354211663067	0.04509132420091324	0.07239141288067898	0.025925925925925925	0.011848341232227487	0.03274087932647334	0.021205357142857144	0.03504482477587612	0.0374384236453202	0.021029330381848368	0.031078610603290677	0.03501945525291829	0.03236607142857143	0.08269230769230769	0.044275774826059454	0.009623797025371828	0.024061032863849766	0.03869969040247678	0.04586404586404586	0.05858310626702997	0.05198180636777128	0.025974025974025976	0.039420756234915526	0.01390644753476612	0.0017921146953405018	0.0887074063644044	0.0829576194770063	0.05145413870246085	0.03041144901610018	0.01951779563719862	0.017653167185877467	0.020942408376963352	0.03295668549905838	0.05190677966101695	0.05509641873278237	0.004672897196261682	0.047619047619047616	0.061821219715956555	0.0395286963131889	0.007204610951008645	0.005952380952380952	0.008771929824561403	0.047416843595187545	0.06568144499178982
MYOD1	0.009615384615384616	0.00775978407557355	0.007142857142857143	0.004555808656036446	0.003964321110009911	0.007827788649706457	0.00720937218383899	0.008097165991902834	0.022950819672131147	0.013528748590755355	0.003667481662591687	0.01197982345523329	0.010892116182572614	0.01089108910891089	0.0069124423963133645	0.007444907683144729	0.01002865329512894	0.00422102839600921	0.012987012987012988	0.0189873417721519	0.006211180124223602	0.007462686567164179	0.00245398773006135	0.010037641154328732	0.011142061281337047	0.008108108108108109	0.012578616352201259	0.011538461538461539	0.008771929824561403	0.004048582995951417	0.01037344398340249	0.011853448275862068	0.008823529411764706	0.007022471910112359	0.002331002331002331	0.007281553398058253	0.01048951048951049	0.0038910505836575876	0.010517090271691499	0.007285974499089253	0.00821917808219178	1.0	0.01195219123505976	0.007556675062972292	0.01020408163265306	0.009029345372460496	0.011387600168705188	0.009718938796952981	0.003883495145631068	0.004921259842519685	0.012756909992912827	0.002871912693854107	0.00468384074941452	0.0044444444444444444	0.008620689655172414	0.0077628793225123505	0.008130081300813009	0.009302325581395349	0.01050420168067227	0.008333333333333333	0.0110803324099723	0.01160541586073501	0.006254886630179828	0.008071025020177562	0.006693440428380187	0.007501875468867217	0.014023732470334413	0.006904487917146145	0.006993006993006993	0.008285004142502071	0.00646551724137931	0.004514672686230248	0.002506265664160401	0.006034009873834339	0.006391632771644393	0.007566204287515763	0.04781704781704782	0.00267379679144385	0.014613778705636743	0.013003901170351105	0.0106951871657754	0.005611672278338945	0.006993006993006993	0.008928571428571428	0.0125	0.006036217303822937	0.008120649651972157	0.010831889081455806	0.006779661016949152	0.01107011070110701	0.006993006993006993	0.009363295880149813	0.004484304932735426
